Nfur_Accession	Nfur_Description	Nfur_Symbol	Mmu_Symbol
XP_015824043.1	OTU domain-containing protein 3	otud3	Otud3
XP_015824044.1	pre-mRNA-splicing factor SPF27	bcas2	Bcas2
XP_015824045.1	E3 ubiquitin-protein ligase TRIM33 isoform X1	trim33	Trim33
XP_015824047.1	E3 ubiquitin-protein ligase TRIM33 isoform X3	trim33	Trim33
XP_015824047.1	E3 ubiquitin-protein ligase TRIM33 isoform X3	trim33	Pml
XP_015824049.1	E3 ubiquitin-protein ligase TRIM33 isoform X4	trim33	Trim24
XP_015824049.1	E3 ubiquitin-protein ligase TRIM33 isoform X4	trim33	Sp100
XP_015824049.1	E3 ubiquitin-protein ligase TRIM33 isoform X4	trim33	Trim33
XP_015824050.1	beta-catenin-like protein 1	ctnnbl1	Ctnnbl1
XP_015824051.1	V-set and transmembrane domain-containing protein 2-like protein	vstm2l	Vstm2l
XP_015824051.1	V-set and transmembrane domain-containing protein 2-like protein	vstm2l	Vstm2b
XP_015824054.1	TELO2-interacting protein 1 homolog	tti1	Tti1
XP_015824055.1	zinc finger CCCH-type with G patch domain-containing protein	zgpat	Zgpat
XP_015824056.1	neuronal acetylcholine receptor subunit alpha-2-like	LOC107391316	Chrna4
XP_015824059.1	zinc finger protein 341-like isoform X2	LOC107391317	Zfp341
XP_015824062.1	transcription factor E2F1	e2f1	E2f1
XP_015824066.1	nucleus accumbens-associated protein 1 isoform X2	nacc1	Nacc1
XP_015824070.1	vitamin D3 receptor A	LOC107391321	Vdr
XP_015824073.1	histone deacetylase 7 isoform X1	hdac7	Hdac7
XP_015824077.1	MICOS complex subunit mic25a-like	LOC107391328	Chchd6
XP_015824086.1	solute carrier family 41 member 3-like isoform X2	LOC107391331	Slc41a3
XP_015824088.1	Krueppel-like factor 15	klf15	Klf15
XP_015824088.1	Krueppel-like factor 15	klf15	Zfp352
XP_015824089.1	copine-9 isoform X1	cpne9	Cpne9
XP_015824092.1	lipoma HMGIC fusion partner-like 4 protein	LOC107391335	Lhfpl4
XP_015824094.1	plexin-B1-like isoform X1	LOC107391337	Plxnb1
XP_015824095.1	plexin-B1-like isoform X2	LOC107391337	Plxnb3
XP_015824095.1	plexin-B1-like isoform X2	LOC107391337	Plxnb1
XP_015824097.1	keratin, type II cytoskeletal cochleal-like	LOC107391339	Krt77
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Krt73
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Krt6a
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Krt79
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Krt87
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Krt6b
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Krt72
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Krt80
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Krt84
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Krt75
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Krt82
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Krt86
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Krt81
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Krt8
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Krt7
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Krt78
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Krt71
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Gm5414
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Krt83
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Gm49425
XP_015824099.1	keratin, type II cytoskeletal 8-like isoform X1	LOC107391340	Krt76
XP_015824100.1	keratin, type II cytoskeletal 8-like isoform X2	LOC107391340	Krt2
XP_015824100.1	keratin, type II cytoskeletal 8-like isoform X2	LOC107391340	Gm5478
XP_015824100.1	keratin, type II cytoskeletal 8-like isoform X2	LOC107391340	Krt88
XP_015824100.1	keratin, type II cytoskeletal 8-like isoform X2	LOC107391340	Krt80
XP_015824101.1	keratin, type I cytoskeletal 18-like	LOC107391341	Krt18
XP_015824104.1	tensin-2-like	LOC107391344	Tns2
XP_015824105.1	transmembrane protein 106C-like	LOC107391345	Tmem106c
XP_015824110.1	serine--tRNA ligase, cytoplasmic	sars	Sars
XP_015824111.1	protein FAM50A	fam50a	Fam50b
XP_015824111.1	protein FAM50A	fam50a	Fam50a
XP_015824112.1	glutathione S-transferase-like	LOC107391350	Gsta3
XP_015824112.1	glutathione S-transferase-like	LOC107391350	Gm3776
XP_015824112.1	glutathione S-transferase-like	LOC107391350	Gsta2
XP_015824112.1	glutathione S-transferase-like	LOC107391350	Gstp3
XP_015824112.1	glutathione S-transferase-like	LOC107391350	Gsta1
XP_015824112.1	glutathione S-transferase-like	LOC107391350	Gsta5
XP_015824112.1	glutathione S-transferase-like	LOC107391350	Gstp2
XP_015824119.1	glutathione synthetase	gss	Gss
XP_015824120.1	U8 snoRNA-decapping enzyme-like	LOC107391353	Nudt16l1
XP_015824120.1	U8 snoRNA-decapping enzyme-like	LOC107391353	Nudt16
XP_015824120.1	U8 snoRNA-decapping enzyme-like	LOC107391353	Nudt16l2
XP_015824121.1	serine/threonine-protein kinase pim-1-like	LOC107391354	Pim1
XP_015824121.1	serine/threonine-protein kinase pim-1-like	LOC107391354	Pim2
XP_015824122.1	serine/threonine-protein kinase SBK1-like	LOC107391355	Sbk2
XP_015824125.1	TBC1 domain family member 25-like	LOC107391358	Tbc1d25
XP_015824126.1	coiled-coil domain-containing protein 22	ccdc22	Ccdc22
XP_015824127.1	mitochondrial carrier homolog 1	mtch1	Mtch1
XP_015824127.1	mitochondrial carrier homolog 1	mtch1	Mtch2
XP_015824128.1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	ndufb11	Ndufb11b
XP_015824128.1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	ndufb11	Ndufb11
XP_015824129.1	serine/threonine-protein kinase 35-like	LOC107391363	Stk35
XP_015824133.1	glucocorticoid modulatory element-binding protein 2	gmeb2	Gmeb2
XP_015824136.1	proenkephalin-B-like	LOC107391368	Penk
XP_015824136.1	proenkephalin-B-like	LOC107391368	Pdyn
XP_015824140.1	rho-related GTP-binding protein RhoA-C	LOC107391369	Rhoc
XP_015824142.1	targeting protein for Xklp2 isoform X1	tpx2	Tpx2
XP_015824144.1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	plod1	Plod1
XP_015824146.1	uncharacterized protein KIAA2013 homolog isoform X2	kiaa2013	2510039O18Rik
XP_015824149.1	polyhomeotic-like protein 2	LOC107391374	Phc2
XP_015824152.1	voltage-dependent T-type calcium channel subunit alpha-1I-like	LOC107391375	Cacna1i
XP_015824152.1	voltage-dependent T-type calcium channel subunit alpha-1I-like	LOC107391375	Cacna1h
XP_015824153.1	protein RCC2	rcc2	Rcc2
XP_015824154.1	60S ribosomal protein L22	LOC107391378	Rpl22
XP_015824155.1	protein-S-isoprenylcysteine O-methyltransferase	icmt	Icmt
XP_015824156.1	regulator of telomere elongation helicase 1 isoform X1	rtel1	Rtel1
XP_015824157.1	regulator of telomere elongation helicase 1 isoform X2	rtel1	Rtel1
XP_015824161.1	N-acylglucosamine 2-epimerase isoform X1	renbp	Renbp
XP_015824170.1	DENN domain-containing protein 2D isoform X3	dennd2d	Dennd2d
XP_015824174.1	serine/threonine-protein kinase 38 isoform X1	stk38	Stk38
XP_015824175.1	serine/threonine-protein kinase 38 isoform X2	stk38	Stk38
XP_015824176.1	peroxisome biogenesis factor 10	pex10	Pex10
XP_015824177.1	protein FAM83F-like	LOC107391390	Fam83f
XP_015824179.1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 isoform X2	plch2	Plch2
XP_015824180.1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 isoform X3	plch2	Plch2
XP_015824181.1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 isoform X4	plch2	Plch2
XP_015824182.1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 isoform X5	plch2	Plch2
XP_015824183.1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 isoform X6	plch2	Plch2
XP_015824184.1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 isoform X7	plch2	Plch2
XP_015824187.1	ski oncogene	ski	Ski
XP_015824188.1	cytohesin-4-like isoform X1	LOC107391395	Cyth4
XP_015824189.1	Fanconi anemia core complex-associated protein 20 isoform X1	faap20	Faap20
XP_015824190.1	Fanconi anemia core complex-associated protein 20 isoform X2	faap20	Faap20
XP_015824191.1	protein kinase C zeta type isoform X1	prkcz	Prkcz
XP_015824192.1	protein kinase C zeta type isoform X2	prkcz	Prkcz
XP_015824194.1	brefeldin A-inhibited guanine nucleotide-exchange protein 2-like	LOC107391405	Arfgef2
XP_015824197.1	voltage-dependent L-type calcium channel subunit alpha-1D-like	LOC107391407	Cacna1f
XP_015824198.1	cyclin-dependent kinase 20	cdk20	Cdk20
XP_015824203.1	sialidase-like	LOC107391414	Dspp
XP_015824204.1	protein LDOC1-like	LOC107391415	Rtl8b
XP_015824204.1	protein LDOC1-like	LOC107391415	Rtl8a
XP_015824204.1	protein LDOC1-like	LOC107391415	Rtl8c
XP_015824204.1	protein LDOC1-like	LOC107391415	Ldoc1
XP_015824205.1	ras-related C3 botulinum toxin substrate 2	LOC107391413	Rac2
XP_015824207.1	ligand-dependent nuclear receptor-interacting factor 1	lrif1	Lrif1
XP_015824208.1	cyclin-related protein FAM58A	fam58a	Ccnq
XP_015824210.1	kelch domain-containing protein 8B	klhdc8b	Klhdc8b
XP_015824212.1	ubiquitin carboxyl-terminal hydrolase 19 isoform X1	usp19	Usp19
XP_015824214.1	ubiquitin carboxyl-terminal hydrolase 19 isoform X3	usp19	Usp19
XP_015824216.1	ubiquitin carboxyl-terminal hydrolase 19 isoform X5	usp19	Usp19
XP_015824217.1	laminin subunit beta-2-like	LOC107391424	Lamb2
XP_015824222.1	troponin C, skeletal muscle	LOC107391428	Tnnc2
XP_015824228.1	transcription initiation factor TFIID subunit 13	taf13	Taf13
XP_015824229.1	collagen alpha-1(XX) chain isoform X1	col20a1	Col20a1
XP_015824232.1	collagen alpha-1(XX) chain isoform X2	col20a1	Col20a1
XP_015824234.1	activity-dependent neuroprotector homeobox protein	adnp	Adnp2
XP_015824234.1	activity-dependent neuroprotector homeobox protein	adnp	Adnp
XP_015824238.1	protein FAM110A-like	LOC107391434	Fam110a
XP_015824240.1	partitioning defective 6 homolog beta	pard6b	Pard6b
XP_015824241.1	NSFL1 cofactor p47 isoform X1	nsfl1c	Ubxn2b
XP_015824242.1	NSFL1 cofactor p47 isoform X2	nsfl1c	Nsfl1c
XP_015824245.1	solute carrier family 35 member C2	slc35c2	Slc35c2
XP_015824246.1	LOW QUALITY PROTEIN: bcl-2-like protein 1	LOC107391440	Bcl2l1
XP_015824246.1	LOW QUALITY PROTEIN: bcl-2-like protein 1	LOC107391440	Bcl2a1c
XP_015824246.1	LOW QUALITY PROTEIN: bcl-2-like protein 1	LOC107391440	Bcl2l2
XP_015824247.1	dolichol-phosphate mannosyltransferase subunit 1	dpm1	Dpm1
XP_015824247.1	dolichol-phosphate mannosyltransferase subunit 1	dpm1	Gm20716
XP_015824248.1	cytochrome c oxidase subunit 4 isoform 2, mitochondrial-like	LOC107391442	Cox4i2
XP_015824250.1	syntenin-1-like	LOC107391444	Sdcbp2
XP_015824250.1	syntenin-1-like	LOC107391444	Sdcbp
XP_015824252.1	syntaphilin-like isoform X2	LOC107391445	Snph
XP_015824255.1	DNA repair protein RAD51 homolog 3	rad51c	Rad51b
XP_015824255.1	DNA repair protein RAD51 homolog 3	rad51c	Rad51c
XP_015824256.1	activator of basal transcription 1	abt1	Abt1
XP_015824258.1	interleukin-1 receptor-associated kinase 1	irak1	Irak2
XP_015824258.1	interleukin-1 receptor-associated kinase 1	irak1	Irak1
XP_015824258.1	interleukin-1 receptor-associated kinase 1	irak1	Irak3
XP_015824261.1	ATP-binding cassette sub-family D member 1-like	LOC107391455	Abcd1
XP_015824264.1	serine/arginine repetitive matrix protein 5-like	LOC107391461	Mecp2
XP_015824264.1	serine/arginine repetitive matrix protein 5-like	LOC107391461	Mbd4
XP_015824265.1	histone deacetylase 6 isoform X1	hdac6	Hdac6
XP_015824268.1	FYVE, RhoGEF and PH domain-containing protein 1-like	LOC107391464	Fgd1
XP_015824268.1	FYVE, RhoGEF and PH domain-containing protein 1-like	LOC107391464	Fgd2
XP_015824271.1	transcription factor E3-like isoform X2	LOC107391466	Tfe3
XP_015824284.1	plexin-A3	plxna3	Plxna3
XP_015824285.1	tyrosine-protein phosphatase non-receptor type 18-like	LOC107391476	Ptpn18
XP_015824286.1	GRIP1-associated protein 1	gripap1	Gripap1
XP_015824287.1	potassium voltage-gated channel subfamily D member 1	kcnd1	Kcnd1
XP_015824293.1	protein UXT	uxt	Uxt
XP_015824301.1	ER degradation-enhancing alpha-mannosidase-like protein 2	edem2	Edem2
XP_015824302.1	peptidase inhibitor 16-like	LOC107391492	Clec18a
XP_015824302.1	peptidase inhibitor 16-like	LOC107391492	Pi16
XP_015824305.1	sorting nexin-21	snx21	Snx21
XP_015824306.1	minor histocompatibility antigen H13	hm13	H13
XP_015824309.1	galactose-specific lectin nattectin-like	LOC107391498	Clec2h
XP_015824309.1	galactose-specific lectin nattectin-like	LOC107391498	Clec2e
XP_015824310.1	ladderlectin-like	LOC107391499	Clec2f
XP_015824312.1	IQ motif and SEC7 domain-containing protein 2-like	LOC107391501	Iqsec2
XP_015824314.1	ubiquitin carboxyl-terminal hydrolase 11-like	LOC107391504	Gm18336
XP_015824318.1	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC107391503	Art2b
XP_015824318.1	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC107391503	Art2a
XP_015824318.1	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC107391503	Art1
XP_015824318.1	NAD(P)(+)--arginine ADP-ribosyltransferase 2-like	LOC107391503	Art5
XP_015824320.1	protein NDRG3-like	LOC107391506	Ndrg1
XP_015824321.1	replication factor C subunit 2	rfc2	Rfc2
XP_015824322.1	dynein regulatory complex subunit 7	drc7	Drc7
XP_015824325.1	ADP-ribosylation factor-like protein 8A	LOC107391511	Arl8a
XP_015824326.1	prosaposin receptor GPR37L1-like	LOC107391513	Gpr37l1
XP_015824329.1	inositol 1,4,5-trisphosphate receptor type 3 isoform X3	itpr3	Itpr3
XP_015824330.1	inositol 1,4,5-trisphosphate receptor type 3 isoform X4	itpr3	Itpr2
XP_015824332.1	extracellular sulfatase Sulf-2-like	LOC107391517	Sulf2
XP_015824333.1	methylenetetrahydrofolate reductase	mthfr	Mthfr
XP_015824335.1	solute carrier family 2, facilitated glucose transporter member 1-like isoform X2	LOC107391522	Slc2a3
XP_015824335.1	solute carrier family 2, facilitated glucose transporter member 1-like isoform X2	LOC107391522	Slc2a1
XP_015824337.1	tumor necrosis factor receptor superfamily member 14-like	LOC107391524	Tnfrsf14
XP_015824343.1	nucleosome-remodeling factor subunit BPTF	bptf	Bptf
XP_015824346.1	tumor necrosis factor receptor superfamily member 5-like isoform X8	LOC107391525	Tnfrsf14
XP_015824347.1	deoxyribonuclease-1-like isoform X1	LOC107391527	Dnase1l1
XP_015824348.1	deoxyribonuclease gamma-like isoform X2	LOC107391527	Dnase1l2
XP_015824349.1	60S ribosomal protein L10	rpl10	Rpl10
XP_015824349.1	60S ribosomal protein L10	rpl10	Rpl10-ps3
XP_015824349.1	60S ribosomal protein L10	rpl10	Rpl10l
XP_015824350.1	filamin-A-like isoform X1	LOC107391531	Flna
XP_015824351.1	filamin-A-like isoform X2	LOC107391531	Flna
XP_015824352.1	tubulin alpha-1C chain-like	LOC107391533	Tubal3
XP_015824352.1	tubulin alpha-1C chain-like	LOC107391533	Tuba4a
XP_015824352.1	tubulin alpha-1C chain-like	LOC107391533	Tuba8
XP_015824354.1	probable helicase with zinc finger domain isoform X1	helz	Helz
XP_015824355.1	HAUS augmin-like complex subunit 7 isoform X1	haus7	Haus7
XP_015824357.1	39S ribosomal protein L49, mitochondrial	mrpl49	Mrpl49
XP_015824358.1	ribosomal biogenesis protein LAS1L	las1l	Las1l
XP_015824359.1	CREB/ATF bZIP transcription factor	crebzf	Crebzf
XP_015824364.1	plasma membrane calcium-transporting ATPase 3 isoform X4	atp2b3	Atp2b3
XP_015824367.1	protein Flattop isoform X1	cfap126	Cfap126
XP_015824369.1	AP-4 complex subunit beta-1	ap4b1	Gm43064
XP_015824369.1	AP-4 complex subunit beta-1	ap4b1	Ap4b1
XP_015824373.1	NF-kappa-B essential modulator isoform X2	ikbkg	Ikbkg
XP_015824376.1	NF-kappa-B essential modulator isoform X5	ikbkg	Ikbkg
XP_015824377.1	centrosomal protein of 95 kDa isoform X1	cep95	Cep95
XP_015824379.1	transmembrane emp24 domain-containing protein 4-like	LOC107391546	Tmed4
XP_015824380.1	proline synthase co-transcribed bacterial homolog protein	prosc	Plpbp
XP_015824382.1	small nuclear ribonucleoprotein G	snrpg	Snrpg
XP_015824383.1	cytosolic phospholipase A2 gamma	pla2g4c	Pla2g4c
XP_015824385.1	methyltransferase-like protein 22	mettl22	Mettl22
XP_015824387.1	zinc finger CCHC domain-containing protein 5-like	LOC107391553	Rtl5
XP_015824387.1	zinc finger CCHC domain-containing protein 5-like	LOC107391553	Rtl9
XP_015824389.1	centrosomal protein of 95 kDa isoform X3	cep95	Cep95
XP_015824390.1	glycoprotein hormone beta-5	gphb5	Gphb5
XP_015824395.1	monocarboxylate transporter 7-like	LOC107391563	Slc16a6
XP_015824396.1	guanine nucleotide-binding protein subunit alpha-13-like	LOC107391564	Gna13
XP_015824406.1	60S ribosomal protein L23	rpl23	Rpl23
XP_015824409.1	carbonic anhydrase-related protein 10-like isoform X2	LOC107391568	Car11
XP_015824409.1	carbonic anhydrase-related protein 10-like isoform X2	LOC107391568	Car10
XP_015824410.1	uncharacterized protein C19orf52 homolog	csgr16h19orf52	Timm29
XP_015824411.1	protein YIPF2	yipf2	Yipf2
XP_015824411.1	protein YIPF2	yipf2	Yipf1
XP_015824412.1	serine/threonine-protein kinase SMG1 isoform X1	smg1	Smg1
XP_015824413.1	serine/threonine-protein kinase SMG1 isoform X2	smg1	Smg1
XP_015824414.1	hydroxyacid oxidase 1	hao1	Hao1
XP_015824415.1	lysine-rich arabinogalactan protein 19-like	LOC107391576	Tro
XP_015824417.1	F-box/LRR-repeat protein 16	fbxl16	Fbxl16
XP_015824418.1	nucleolar protein 11	nol11	Nol11
XP_015824419.1	pyridoxal-dependent decarboxylase domain-containing protein 1	pdxdc1	Pdxdc1
XP_015824420.1	eukaryotic peptide chain release factor GTP-binding subunit ERF3A	LOC107391580	Gspt1
XP_015824420.1	eukaryotic peptide chain release factor GTP-binding subunit ERF3A	LOC107391580	Gspt2
XP_015824421.1	transmembrane protein 238-like	LOC107391581	A930007A09Rik
XP_015824421.1	transmembrane protein 238-like	LOC107391581	Tmem238l
XP_015824425.1	RNA polymerase I-specific transcription initiation factor RRN3	rrn3	Rrn3
XP_015824426.1	periplakin	ppl	Ppl
XP_015824428.1	protein kinase C alpha type	LOC107391584	Prkca
XP_015824432.1	bcl-2-like protein 12 isoform X3	bcl2l12	Bcl2l12
XP_015824433.1	reticulocalbin-3 isoform X1	rcn3	Rcn3
XP_015824435.1	nitric oxide synthase-interacting protein	nosip	Nosip
XP_015824437.1	histone-arginine methyltransferase CARM1	carm1	Carm1
XP_015824438.1	aldehyde dehydrogenase family 3 member B1-like	LOC107391596	Aldh3b2
XP_015824438.1	aldehyde dehydrogenase family 3 member B1-like	LOC107391596	Aldh3b3
XP_015824438.1	aldehyde dehydrogenase family 3 member B1-like	LOC107391596	Aldh3b1
XP_015824440.1	serine/threonine-protein phosphatase 4 catalytic subunit	ppp4c	Ppp4c
XP_015824441.1	ATP-dependent Clp protease proteolytic subunit, mitochondrial	clpp	Clpp
XP_015824442.1	battenin	cln3	Cln3
XP_015824445.1	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like	dus1l	Dus1l
XP_015824446.1	monocarboxylate transporter 4 isoform X1	slc16a3	Slc16a3
XP_015824446.1	monocarboxylate transporter 4 isoform X1	slc16a3	Slc16a8
XP_015824448.1	monocarboxylate transporter 4 isoform X2	slc16a3	Slc16a3
XP_015824449.1	casein kinase I isoform delta	csnk1d	Csnk1d
XP_015824450.1	cytosolic endo-beta-N-acetylglucosaminidase isoform X1	engase	Engase
XP_015824451.1	cytosolic endo-beta-N-acetylglucosaminidase isoform X2	engase	Engase
XP_015824452.1	coilin	coil	Coil
XP_015824453.1	retinoid-inducible serine carboxypeptidase	scpep1	Scpep1
XP_015824454.1	rab11 family-interacting protein 4A-like isoform X1	LOC107391608	Rab11fip4
XP_015824466.1	insulin-like growth factor 2 mRNA-binding protein 1	LOC107391612	Igf2bp1
XP_015824467.1	collagen alpha-1(I) chain-like	LOC107391613	Col1a1
XP_015824469.1	exocyst complex component 3-like protein 4	LOC107391616	Exoc3l4
XP_015824473.1	26S proteasome non-ATPase regulatory subunit 12	psmd12	Psmd12
XP_015824484.1	MAP/microtubule affinity-regulating kinase 3 isoform X14	mark3	Mark3
XP_015824486.1	MAP/microtubule affinity-regulating kinase 3 isoform X16	mark3	Mark3
XP_015824487.1	MAP/microtubule affinity-regulating kinase 3 isoform X17	mark3	Mark3
XP_015824494.1	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A	trmt61a	Trmt61a
XP_015824495.1	eukaryotic translation initiation factor 5	eif5	Eif5
XP_015824496.1	vacuolar protein sorting-associated protein 29 isoform X1	vps29	Vps29
XP_015824497.1	vacuolar protein sorting-associated protein 29 isoform X2	vps29	Vps29
XP_015824498.1	kinesin light chain 1 isoform X1	klc1	Klc1
XP_015824499.1	UPF0450 protein C17orf58 homolog	csgr02h17orf58	1810010H24Rik
XP_015824501.1	kinesin light chain 1 isoform X3	klc1	Klc1
XP_015824502.1	kinesin light chain 1 isoform X4	klc1	Klc1
XP_015824503.1	BAG family molecular chaperone regulator 5	bag5	Bag5
XP_015824504.1	apoptogenic protein 1, mitochondrial	apopt1	Coa8
XP_015824505.1	zinc finger FYVE domain-containing protein 21	zfyve21	Zfyve21
XP_015824507.1	protein jagged-2-like isoform X2	LOC107391631	Jag2
XP_015824510.1	BTB/POZ domain-containing protein 6 isoform X1	btbd6	Btbd6
XP_015824511.1	BTB/POZ domain-containing protein 6 isoform X2	btbd6	Btbd6
XP_015824514.1	probable D-tyrosyl-tRNA(Tyr) deacylase 2	dtd2	Dtd2
XP_015824516.1	protein YIPF6	yipf6	Yipf6
XP_015824517.1	snRNA-activating protein complex subunit 1 isoform X1	snapc1	Snapc1
XP_015824518.1	snRNA-activating protein complex subunit 1 isoform X2	snapc1	Snapc1
XP_015824520.1	synaptotagmin-16 isoform X2	syt16	Syt16
XP_015824521.1	sphingosine-1-phosphate phosphatase 1	sgpp1	Sgpp1
XP_015824523.1	beta-2-glycoprotein 1-like	LOC107391641	Apoh
XP_015824524.1	WD repeat-containing protein 89	wdr89	Wdr89
XP_015824525.1	serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform isoform X1	ppp2r5e	Ppp2r5e
XP_015824529.1	serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform isoform X4	ppp2r5e	Ppp2r5e
XP_015824530.1	serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform isoform X5	ppp2r5e	Ppp2r5e
XP_015824531.1	potassium voltage-gated channel subfamily H member 5	kcnh5	Kcnh5
XP_015824533.1	nesprin-2-like	LOC107391648	Syne2
XP_015824536.1	cytoplasmic phosphatidylinositol transfer protein 1 isoform X1	pitpnc1	Pitpnc1
XP_015824539.1	nesprin-2 isoform X1	syne2	Syne2
XP_015824540.1	nesprin-2 isoform X2	syne2	Syne2
XP_015824545.1	cytoplasmic phosphatidylinositol transfer protein 1 isoform X2	pitpnc1	Pitpnc1
XP_015824546.1	rho GTPase-activating protein 5	arhgap5	Arhgap5
XP_015824547.1	galectin-3-like	LOC107391655	Lgals3
XP_015824548.1	F-box only protein 34	fbxo34	Fbxo34
XP_015824549.1	jmjC domain-containing protein 7	jmjd7	Gm28042
XP_015824549.1	jmjC domain-containing protein 7	jmjd7	Jmjd7
XP_015824550.1	forkhead box protein G1	foxg1	Foxg1
XP_015824550.1	forkhead box protein G1	foxg1	Gm43517
XP_015824551.1	serine/threonine-protein kinase D1-like	LOC107391660	Prkd1
XP_015824552.1	voltage-dependent calcium channel gamma-4 subunit	cacng4	Cacng4
XP_015824554.1	neuronal PAS domain-containing protein 3 isoform X1	npas3	Npas3
XP_015824555.1	neuronal PAS domain-containing protein 3 isoform X2	npas3	Npas3
XP_015824558.1	fibroblast growth factor receptor 3-like isoform X2	LOC107391665	Fgfr3
XP_015824559.1	fibroblast growth factor receptor 3-like isoform X1	LOC107391665	Fgfr3
XP_015824560.1	voltage-dependent calcium channel gamma-5 subunit	LOC107391664	Cacng5
XP_015824561.1	fibroblast growth factor receptor 3-like isoform X3	LOC107391665	Fgfr3
XP_015824562.1	fibroblast growth factor receptor 3-like isoform X4	LOC107391665	Fgfr3
XP_015824563.1	forkhead box protein I1c-like	LOC107391667	Foxi3
XP_015824563.1	forkhead box protein I1c-like	LOC107391667	Foxi2
XP_015824564.1	attractin	atrn	Atrn
XP_015824565.1	glutamyl aminopeptidase	enpep	Enpep
XP_015824566.1	UPF0317 protein C14orf159 homolog, mitochondrial	csgr16h14orf159	Dglucy
XP_015824572.1	C-type lectin domain family 10 member A-like	LOC107391672	Klrb1a
XP_015824572.1	C-type lectin domain family 10 member A-like	LOC107391672	Klrb1b
XP_015824572.1	C-type lectin domain family 10 member A-like	LOC107391672	Klrg1
XP_015824573.1	protein odd-skipped-related 1-like isoform X2	LOC107391675	Osr1
XP_015824574.1	uncharacterized aarF domain-containing protein kinase 1	adck1	Adck1
XP_015824575.1	DNA oxidative demethylase ALKBH1	alkbh1	Alkbh1
XP_015824578.1	SRA stem-loop-interacting RNA-binding protein, mitochondrial	slirp	Slirp
XP_015824579.1	neurexin-3a-like	LOC107391680	Nrxn3
XP_015824580.1	type II iodothyronine deiodinase	dio2	Dio2
XP_015824582.1	probable phospholipid-transporting ATPase VD isoform X1	atp10d	Atp10d
XP_015824586.1	gamma-aminobutyric acid receptor subunit beta-1	gabrb1	Gabrb1
XP_015824588.1	dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide	dapp1	Dapp1
XP_015824589.1	COMM domain-containing protein 8	commd8	Commd8
XP_015824590.1	ragulator complex protein LAMTOR3	lamtor3	Lamtor3
XP_015824592.1	gamma-aminobutyric acid receptor subunit gamma-1	gabrg1	Gabrg1
XP_015824593.1	visual pigment-like receptor peropsin	rrh	Rrh
XP_015824594.1	glucosamine-6-phosphate isomerase 2	gnpda2	Gnpda2
XP_015824596.1	cytochrome c oxidase subunit 8A, mitochondrial-like	LOC107391695	Cox8a
XP_015824598.1	HHIP-like protein 1	hhipl1	Hhipl1
XP_015824600.1	uncharacterized protein C14orf80 homolog	csgr16h14orf80	Tedc1
